Fecha,Hora,Departamento,Temperatura_C,Humedad_%,Lluvia_mm,Recomendacion_Siembra
2025-11-15,12,Chalatenango,27.9,84.0,0.65,Buena para Maíz/Frijol
2025-11-15,18,Santa Ana,29.0,91.0,1.8,No óptima - Baja humedad o extremo temp
2025-11-16,0,Chalatenango,24.7,72.0,0.65,Buena para Maíz/Frijol
2025-11-16,6,La Libertad,25.7,91.0,3.25,No óptima - Baja humedad o extremo temp
2025-11-16,12,Sonsonate,26.8,84.0,1.4,Buena para Maíz/Frijol
2025-11-16,18,San Salvador,21.1,83.0,1.1,Buena para Maíz/Frijol
2025-11-17,0,San Salvador,35.8,80.0,2.65,No óptima - Baja humedad o extremo temp
2025-11-17,6,La Libertad,32.9,84.0,2.75,No óptima - Baja humedad o extremo temp
2025-11-17,12,La Libertad,30.1,68.0,2.55,No óptima - Baja humedad o extremo temp
2025-11-17,18,La Libertad,19.9,74.0,2.4,No óptima - Baja humedad o extremo temp
2025-11-18,0,La Libertad,26.5,81.0,0.8,Buena para Maíz/Frijol
2025-11-18,6,Chalatenango,24.6,75.0,1.25,Buena para Maíz/Frijol
2025-11-18,12,Sonsonate,26.8,85.0,0.7,Buena para Maíz/Frijol
2025-11-18,18,Sonsonate,27.1,76.0,1.65,Buena para Maíz/Frijol
2025-11-19,0,Santa Ana,28.5,100.0,2.65,No óptima - Baja humedad o extremo temp
2025-11-19,6,Sonsonate,24.0,68.0,0.2,Buena para Maíz/Frijol
2025-11-19,12,Sonsonate,33.1,62.0,2.85,No óptima - Baja humedad o extremo temp
2025-11-19,18,San Salvador,32.6,100.0,0.85,No óptima - Baja humedad o extremo temp
2025-11-20,0,San Salvador,24.2,72.0,0.9,Buena para Maíz/Frijol
2025-11-20,6,San Salvador,22.2,67.0,1.95,Buena para Maíz/Frijol
2025-11-20,12,San Salvador,23.0,88.0,6.2,Buena para Maíz/Frijol
2025-11-20,18,Usulután,26.1,78.0,0.05,Buena para Maíz/Frijol
2025-11-21,0,Santa Ana,26.4,92.0,2.0,No óptima - Baja humedad o extremo temp
2025-11-21,6,San Salvador,31.4,74.0,3.95,No óptima - Baja humedad o extremo temp
2025-11-21,12,La Libertad,23.1,73.0,1.3,Buena para Maíz/Frijol
2025-11-21,18,Chalatenango,30.9,83.0,2.15,No óptima - Baja humedad o extremo temp
2025-11-22,0,La Libertad,20.2,76.0,2.05,Buena para Maíz/Frijol
2025-11-22,6,Sonsonate,27.5,75.0,3.5,Buena para Maíz/Frijol
2025-11-22,12,San Miguel,26.1,72.0,0.1,Buena para Maíz/Frijol
2025-11-22,18,San Salvador,24.4,70.0,0.3,Buena para Maíz/Frijol
2025-11-23,0,San Salvador,20.6,82.0,1.5,Buena para Maíz/Frijol
2025-11-23,6,La Libertad,25.6,76.0,2.75,Buena para Maíz/Frijol
2025-11-23,12,San Salvador,27.5,84.0,0.15,Buena para Maíz/Frijol
2025-11-23,18,La Libertad,27.6,74.0,0.35,Buena para Maíz/Frijol
2025-11-24,0,Usulután,26.5,86.0,0.15,Buena para Maíz/Frijol
2025-11-24,6,San Salvador,29.9,93.0,0.1,No óptima - Baja humedad o extremo temp
2025-11-24,12,Chalatenango,27.5,97.0,1.25,No óptima - Baja humedad o extremo temp
2025-11-24,18,Sonsonate,20.8,75.0,0.1,Buena para Maíz/Frijol
2025-11-25,0,La Libertad,24.3,81.0,0.65,Buena para Maíz/Frijol
2025-11-25,6,Santa Ana,25.0,83.0,0.5,Buena para Maíz/Frijol
2025-11-25,12,San Salvador,31.2,89.0,4.5,No óptima - Baja humedad o extremo temp
2025-11-25,18,Usulután,24.4,74.0,6.1,Buena para Maíz/Frijol
2025-11-26,0,Chalatenango,24.8,72.0,0.7,Buena para Maíz/Frijol
2025-11-26,6,Chalatenango,32.1,79.0,1.15,No óptima - Baja humedad o extremo temp
2025-11-26,12,San Salvador,31.4,60.0,0.05,No óptima - Baja humedad o extremo temp
2025-11-26,18,San Miguel,30.6,75.0,0.1,No óptima - Baja humedad o extremo temp
2025-11-27,0,San Salvador,26.8,80.0,0.5,Buena para Maíz/Frijol
2025-11-27,6,San Salvador,25.5,88.0,0.6,Buena para Maíz/Frijol
2025-11-27,12,San Salvador,29.8,88.0,0.5,Buena para Maíz/Frijol
2025-11-27,18,San Salvador,25.8,73.0,1.25,Buena para Maíz/Frijol
2025-11-28,0,Sonsonate,23.7,77.0,0.15,Buena para Maíz/Frijol
2025-11-28,6,Santa Ana,24.7,79.0,4.7,Buena para Maíz/Frijol
2025-11-28,12,San Salvador,20.6,87.0,1.35,Buena para Maíz/Frijol
2025-11-28,18,San Salvador,28.8,65.0,0.0,Buena para Maíz/Frijol
2025-11-29,0,Usulután,20.2,85.0,0.05,Buena para Maíz/Frijol
2025-11-29,6,La Libertad,24.2,70.0,3.05,Buena para Maíz/Frijol
2025-11-29,12,Chalatenango,26.5,94.0,1.05,No óptima - Baja humedad o extremo temp
2025-11-29,18,Sonsonate,22.8,75.0,2.45,Buena para Maíz/Frijol
2025-11-30,0,Chalatenango,32.7,68.0,0.55,No óptima - Baja humedad o extremo temp
2025-11-30,6,Santa Ana,21.7,78.0,0.6,Buena para Maíz/Frijol
2025-11-30,12,Santa Ana,26.7,70.0,0.2,Buena para Maíz/Frijol
2025-11-30,18,San Salvador,25.5,80.0,2.75,Buena para Maíz/Frijol
2025-12-01,0,Usulután,27.4,86.0,1.2,Buena para Maíz/Frijol
2025-12-01,6,Santa Ana,29.7,84.0,1.6,Buena para Maíz/Frijol
2025-12-01,12,San Salvador,24.2,88.0,2.65,Buena para Maíz/Frijol
2025-12-01,18,San Miguel,22.9,66.0,0.65,Buena para Maíz/Frijol
2025-12-02,0,San Miguel,20.0,75.0,1.0,Buena para Maíz/Frijol
2025-12-02,6,San Salvador,30.8,100.0,0.5,No óptima - Baja humedad o extremo temp
2025-12-02,12,Santa Ana,23.3,85.0,2.1,Buena para Maíz/Frijol
2025-12-02,18,Santa Ana,27.0,79.0,0.15,Buena para Maíz/Frijol
2025-12-03,0,Usulután,18.7,69.0,0.15,No óptima - Baja humedad o extremo temp
2025-12-03,6,San Salvador,30.8,91.0,0.65,No óptima - Baja humedad o extremo temp
2025-12-03,12,San Salvador,29.7,76.0,1.0,Buena para Maíz/Frijol
2025-12-03,18,Usulután,21.7,80.0,0.8,Buena para Maíz/Frijol
2025-12-04,0,San Miguel,36.0,76.0,0.15,No óptima - Baja humedad o extremo temp
2025-12-04,6,Sonsonate,24.8,70.0,3.4,Buena para Maíz/Frijol
2025-12-04,12,Santa Ana,26.2,71.0,0.85,Buena para Maíz/Frijol
2025-12-04,18,Usulután,26.8,63.0,0.05,Buena para Maíz/Frijol
2025-12-05,0,San Salvador,24.6,67.0,1.75,Buena para Maíz/Frijol
2025-12-05,6,Usulután,22.2,79.0,1.0,Buena para Maíz/Frijol
2025-12-05,12,San Salvador,26.2,68.0,2.15,Buena para Maíz/Frijol
2025-12-05,18,San Salvador,21.1,85.0,1.25,Buena para Maíz/Frijol
2025-12-06,0,Usulután,19.1,70.0,8.0,No óptima - Baja humedad o extremo temp
2025-12-06,6,San Salvador,24.6,97.0,1.95,No óptima - Baja humedad o extremo temp
2025-12-06,12,San Miguel,27.4,100.0,0.05,No óptima - Baja humedad o extremo temp
2025-12-06,18,San Salvador,24.1,80.0,0.7,Buena para Maíz/Frijol
2025-12-07,0,San Salvador,27.0,88.0,0.3,Buena para Maíz/Frijol
2025-12-07,6,Chalatenango,21.3,93.0,1.4,No óptima - Baja humedad o extremo temp
2025-12-07,12,San Salvador,32.9,83.0,1.1,No óptima - Baja humedad o extremo temp
2025-12-07,18,San Salvador,23.3,70.0,0.45,Buena para Maíz/Frijol
2025-12-08,0,Santa Ana,26.7,77.0,0.2,Buena para Maíz/Frijol
2025-12-08,6,San Miguel,21.6,82.0,2.8,Buena para Maíz/Frijol
2025-12-08,12,Chalatenango,33.1,100.0,0.1,No óptima - Baja humedad o extremo temp
2025-12-08,18,San Miguel,32.1,71.0,0.0,No óptima - Baja humedad o extremo temp
2025-12-09,0,Sonsonate,20.4,64.0,0.75,Buena para Maíz/Frijol
2025-12-09,6,Usulután,29.6,87.0,1.7,Buena para Maíz/Frijol
2025-12-09,12,La Libertad,19.9,71.0,0.75,No óptima - Baja humedad o extremo temp
2025-12-09,18,San Salvador,28.7,75.0,0.75,Buena para Maíz/Frijol
2025-12-10,0,San Salvador,24.7,90.0,0.4,Buena para Maíz/Frijol
2025-12-10,6,San Salvador,33.5,82.0,0.8,No óptima - Baja humedad o extremo temp
2025-12-10,12,Chalatenango,31.6,89.0,0.4,No óptima - Baja humedad o extremo temp
2025-12-10,18,San Salvador,22.3,79.0,1.4,Buena para Maíz/Frijol
2025-12-11,0,Santa Ana,18.0,75.0,0.85,No óptima - Baja humedad o extremo temp
2025-12-11,6,Chalatenango,29.5,88.0,0.2,Buena para Maíz/Frijol
2025-12-11,12,Sonsonate,36.0,100.0,0.85,No óptima - Baja humedad o extremo temp
2025-12-11,18,San Salvador,21.3,76.0,1.3,Buena para Maíz/Frijol
2025-12-12,0,Santa Ana,24.6,84.0,0.05,Buena para Maíz/Frijol
2025-12-12,6,San Salvador,23.9,75.0,1.3,Buena para Maíz/Frijol
2025-12-12,12,San Salvador,33.3,73.0,1.85,No óptima - Baja humedad o extremo temp
2025-12-12,18,San Salvador,28.3,79.0,1.0,Buena para Maíz/Frijol
2025-12-13,0,San Salvador,20.8,83.0,2.35,Buena para Maíz/Frijol
2025-12-13,6,Usulután,21.8,86.0,1.1,Buena para Maíz/Frijol
2025-12-13,12,San Salvador,29.8,88.0,2.15,Buena para Maíz/Frijol
2025-12-13,18,La Libertad,25.1,87.0,0.35,Buena para Maíz/Frijol
2025-12-14,0,Sonsonate,26.1,77.0,1.6,Buena para Maíz/Frijol
2025-12-14,6,Chalatenango,23.5,64.0,0.35,Buena para Maíz/Frijol
2025-12-14,12,San Salvador,29.4,80.0,2.65,Buena para Maíz/Frijol
2025-12-14,18,Chalatenango,25.7,60.0,1.9,Buena para Maíz/Frijol
2025-12-15,0,San Salvador,33.6,73.0,1.65,No óptima - Baja humedad o extremo temp
2025-12-15,6,San Salvador,28.7,77.0,0.2,Buena para Maíz/Frijol
2025-12-15,12,Chalatenango,34.4,79.0,0.15,No óptima - Baja humedad o extremo temp
2025-12-15,18,San Salvador,22.5,88.0,2.65,Buena para Maíz/Frijol
2025-12-16,0,Santa Ana,25.7,74.0,0.0,Buena para Maíz/Frijol
2025-12-16,6,San Salvador,27.9,100.0,0.75,No óptima - Baja humedad o extremo temp
2025-12-16,12,San Salvador,26.9,86.0,0.45,Buena para Maíz/Frijol
2025-12-16,18,Sonsonate,29.6,73.0,1.75,Buena para Maíz/Frijol
2025-12-17,0,Usulután,30.3,80.0,9.1,No óptima - Baja humedad o extremo temp
2025-12-17,6,Sonsonate,25.7,80.0,5.8,Buena para Maíz/Frijol
2025-12-17,12,La Libertad,28.6,86.0,4.85,Buena para Maíz/Frijol
2025-12-17,18,Santa Ana,19.9,85.0,1.15,No óptima - Baja humedad o extremo temp
2025-12-18,0,Usulután,28.6,73.0,3.5,Buena para Maíz/Frijol
2025-12-18,6,Chalatenango,30.9,83.0,0.35,No óptima - Baja humedad o extremo temp
2025-12-18,12,San Salvador,19.1,77.0,1.05,No óptima - Baja humedad o extremo temp
2025-12-18,18,La Libertad,22.5,85.0,0.15,Buena para Maíz/Frijol
2025-12-19,0,La Libertad,25.8,86.0,2.05,Buena para Maíz/Frijol
2025-12-19,6,La Libertad,31.1,55.0,1.5,No óptima - Baja humedad o extremo temp
2025-12-19,12,La Libertad,30.5,74.0,0.7,No óptima - Baja humedad o extremo temp
2025-12-19,18,San Salvador,27.1,94.0,3.1,No óptima - Baja humedad o extremo temp
2025-12-20,0,San Salvador,23.3,82.0,0.55,Buena para Maíz/Frijol
2025-12-20,6,San Salvador,33.5,95.0,0.95,No óptima - Baja humedad o extremo temp
2025-12-20,12,Chalatenango,18.0,78.0,0.75,No óptima - Baja humedad o extremo temp
2025-12-20,18,Sonsonate,27.3,100.0,1.6,No óptima - Baja humedad o extremo temp
2025-12-21,0,La Libertad,21.8,60.0,0.55,Buena para Maíz/Frijol
2025-12-21,6,Santa Ana,26.8,67.0,0.7,Buena para Maíz/Frijol
2025-12-21,12,San Miguel,30.2,62.0,0.6,No óptima - Baja humedad o extremo temp
2025-12-21,18,Usulután,36.0,83.0,2.8,No óptima - Baja humedad o extremo temp
2025-12-22,0,San Salvador,32.9,77.0,0.45,No óptima - Baja humedad o extremo temp
2025-12-22,6,San Salvador,28.1,80.0,1.1,Buena para Maíz/Frijol
2025-12-22,12,Usulután,29.2,74.0,1.5,Buena para Maíz/Frijol
2025-12-22,18,San Salvador,26.3,83.0,0.35,Buena para Maíz/Frijol
2025-12-23,0,Sonsonate,31.9,63.0,1.35,No óptima - Baja humedad o extremo temp
2025-12-23,6,La Libertad,27.6,83.0,1.55,Buena para Maíz/Frijol
2025-12-23,12,Chalatenango,20.3,66.0,0.3,Buena para Maíz/Frijol
2025-12-23,18,San Salvador,28.7,91.0,1.2,No óptima - Baja humedad o extremo temp
2025-12-24,0,San Salvador,32.4,66.0,0.4,No óptima - Baja humedad o extremo temp
2025-12-24,6,San Miguel,29.7,81.0,3.25,Buena para Maíz/Frijol
2025-12-24,12,San Salvador,22.1,78.0,0.8,Buena para Maíz/Frijol
2025-12-24,18,Chalatenango,26.3,89.0,2.55,Buena para Maíz/Frijol
2025-12-25,0,San Salvador,24.7,82.0,0.1,Buena para Maíz/Frijol
2025-12-25,6,Chalatenango,23.7,95.0,1.3,No óptima - Baja humedad o extremo temp
2025-12-25,12,La Libertad,27.3,78.0,0.2,Buena para Maíz/Frijol
2025-12-25,18,San Salvador,19.9,63.0,0.6,No óptima - Baja humedad o extremo temp
2025-12-26,0,Usulután,26.6,66.0,0.6,Buena para Maíz/Frijol
2025-12-26,6,San Salvador,26.7,79.0,2.2,Buena para Maíz/Frijol
2025-12-26,12,San Miguel,28.1,65.0,1.55,Buena para Maíz/Frijol
2025-12-26,18,Sonsonate,27.4,89.0,2.55,Buena para Maíz/Frijol
2025-12-27,0,Sonsonate,36.0,62.0,0.7,No óptima - Baja humedad o extremo temp
2025-12-27,6,San Salvador,28.5,67.0,0.55,Buena para Maíz/Frijol
2025-12-27,12,Usulután,22.2,73.0,1.15,Buena para Maíz/Frijol
2025-12-27,18,San Salvador,27.8,79.0,1.75,Buena para Maíz/Frijol
2025-12-28,0,San Salvador,24.3,84.0,1.1,Buena para Maíz/Frijol
2025-12-28,6,La Libertad,28.4,57.0,1.4,No óptima - Baja humedad o extremo temp
2025-12-28,12,Sonsonate,35.3,66.0,0.0,No óptima - Baja humedad o extremo temp
2025-12-28,18,San Salvador,31.4,72.0,0.3,No óptima - Baja humedad o extremo temp
2025-12-29,0,San Salvador,31.9,84.0,0.3,No óptima - Baja humedad o extremo temp
2025-12-29,6,San Salvador,21.1,87.0,1.85,Buena para Maíz/Frijol
2025-12-29,12,Usulután,28.5,92.0,0.5,No óptima - Baja humedad o extremo temp
2025-12-29,18,Usulután,24.2,74.0,2.55,Buena para Maíz/Frijol
2025-12-30,0,Usulután,28.0,87.0,1.3,Buena para Maíz/Frijol
2025-12-30,6,La Libertad,19.5,95.0,1.75,No óptima - Baja humedad o extremo temp
2025-12-30,12,San Salvador,24.4,83.0,4.9,Buena para Maíz/Frijol
2025-12-30,18,San Salvador,26.5,83.0,0.55,Buena para Maíz/Frijol
2025-12-31,0,La Libertad,19.7,96.0,0.7,No óptima - Baja humedad o extremo temp
2025-12-31,6,Chalatenango,31.0,90.0,0.8,No óptima - Baja humedad o extremo temp
2025-12-31,12,La Libertad,23.9,70.0,0.85,Buena para Maíz/Frijol
2025-12-31,18,San Salvador,31.5,79.0,0.45,No óptima - Baja humedad o extremo temp
